id,Title,Date,Permalink,Research Topics,Press Types,Categories,Year,Press Mentions,People Reached,Top Outlets,Notes
2305,CIERA Postdocs Advance to New Positions,2017-05-19,https://ciera.northwestern.edu/2017/05/19/ciera-postdocs-advance-to-new-positions-2/,,CIERA Stories,Achievement|Interdisciplinary,2016,36,254483,MSN,
2306,Postdoctoral Fellow Dan Foreman-Mackey Presents CIERA Spring Interdisciplinary Colloquium,2017-05-18,https://ciera.northwestern.edu/2017/05/18/postdoctoral-fellow-dan-foreman-mackey-presents-ciera-spring-interdisciplinary-colloquium/,Exoplanets & The Solar System,CIERA Stories,Data Science & Computing|Event|Interdisciplinary,2016,28,2360703,Cosmos Magazine,
2311,Physics Makes Music in A Shout Across Time,2017-05-16,https://ciera.northwestern.edu/2017/05/16/physics-makes-music-in-a-shout-across-time/,,CIERA Stories|External Press|Northwestern Press,Event|Interdisciplinary|Outreach,2016,76,590534,Cosmos Magazine,
2321,Chicago Woman Magazine Features CIERA Director Prof. Kalogera,2017-05-06,https://ciera.northwestern.edu/2017/05/06/chicago-woman-magazine-features-ciera-director-prof-kalogera/,,External Press,Achievement,2016,,,,
2323,LIGO Co-founder Rainer Weiss Presents CIERA Annual Public Lecture,2017-05-03,https://ciera.northwestern.edu/2017/05/03/ligo-co-founder-rainer-weiss-presents-ciera-annual-public-lecture/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Event|Outreach,2016,,,,
2337,CIERA Director Prof. Kalogera Receives Walder Award for Research Excellence,2017-05-01,https://ciera.northwestern.edu/2017/05/01/ciera-director-prof-kalogera-receives-walder-award-for-research-excellence/,Gravitational Waves & Multi-Messenger Astronomy,Northwestern Press,Achievement,2016,,,,
2338,CIERA Contributes to Northwestern’s Computational Research Day,2017-04-30,https://ciera.northwestern.edu/2017/04/30/ciera-contributes-to-northwesterns-computational-research-day/,Black Holes & Dead Stars|Exoplanets & The Solar System|Galaxies & Cosmology|Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|Northwestern Press,Achievement|Data Science & Computing|Event|Interdisciplinary,2016,50,6501916,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",As of 2023-05-09
2340,Prof. Faucher-Giguère Receives NSF Honor for Young Faculty,2017-04-29,https://ciera.northwestern.edu/2017/04/29/prof-faucher-giguere-receives-nsf-honor-for-young-faculty/,Galaxies & Cosmology,Northwestern Press,Achievement,2016,105,17832,"•	Space.com, June 16, 2022
•	CNET, June 14, 2022
•	IFL Science, June 14, 2022",
2341,CIERA to Welcome New Postdocs in Fall 2017,2017-04-28,https://ciera.northwestern.edu/2017/04/28/ciera-to-welcome-new-postdocs-in-fall-2017/,Black Holes & Dead Stars|Exoplanets & The Solar System|Galaxies & Cosmology|Life & Death of Stars|Stellar Dynamics & Stellar Populations,CIERA Stories,Achievement|Data Science & Computing,2016,24,10652743,"•	CNET, Aug. 5, 2022
•	Space.com, Aug. 5, 2022",
2343,Rocco Coppejans Joins CIERA’s Mel Ulmer to Work on Mirrors in Space,2017-04-27,https://ciera.northwestern.edu/2017/04/27/rocco-coppejans-joins-cieras-mel-ulmer-to-work-on-mirrors-in-space/,,CIERA Stories,Achievement,2016,,,,
2344,CIERA Researchers Highlight Their Expertise in Seven Minutes or Less,2017-03-17,https://ciera.northwestern.edu/2017/03/17/ciera-researchers-highlight-their-expertise-in-seven-minutes-or-less-2/,Gravitational Waves & Multi-Messenger Astronomy|Life & Death of Stars,CIERA Stories,Education|Event|Interdisciplinary|Outreach,2016,,,,
2408,CIERA Hosts Dr. Beth Willman as Interdisciplinary Colloquium Speaker,2018-11-12,https://ciera.northwestern.edu/2018/11/12/ciera-hosts-dr-beth-willman-as-interdisciplinary-colloquium-speaker/,,CIERA Stories,Data Science & Computing|Event|Interdisciplinary,2018,47,6978142,"CNET, Sky and Telescope",Included local evening news feature
2437,New Issue of “LIGO Magazine” Features Gravity Spy Article by Mike Zevin,2017-03-15,https://ciera.northwestern.edu/2017/03/15/new-issue-of-ligo-magazine-features-gravity-spy-article-by-mike-zevin/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Achievement|Data Science & Computing|Interdisciplinary|Outreach,2016,,,,
2439,CIERA Pilot Program Exposes Students to Astronomy Research,2017-03-13,https://ciera.northwestern.edu/2017/03/13/ciera-pilot-program-exposes-students-to-astronomy-research/,,CIERA Stories,Education,2016,59,686717,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",As of 2023-05-09
2442,CIERA Professor Giles Novak Joins ALMA Science Advisory Committee,2017-03-12,https://ciera.northwestern.edu/2017/03/12/ciera-professor-giles-novak-joins-alma-science-advisory-committee/,,CIERA Stories,Achievement,2016,,,,
2444,Professor Jeremy Kasdin Presents CIERA Winter Interdisciplinary Colloquium,2017-03-02,https://ciera.northwestern.edu/2017/03/02/professor-jeremy-kasdin-presents-ciera-winter-interdisciplinary-colloquium/,Exoplanets & The Solar System,CIERA Stories,Event|Interdisciplinary,2016,,,,
2451,Media Seek Expertise on New Planets in TRAPPIST-1 System,2017-02-28,https://ciera.northwestern.edu/2017/02/28/media-seek-expertise-on-new-planets-in-trappist-1-system/,Exoplanets & The Solar System,External Press,Outreach,2016,26,60800,"•	Space.com, June 16, 2022
•	CNET, June 14, 2022
•	IFL Science, June 14, 2022",
2515,CIERA Hosts Astronomy Day for Middle School Teachers,2017-02-25,https://ciera.northwestern.edu/2017/02/24/ciera-hosts-astronomy-day-for-middle-school-teachers/,,CIERA Stories,Education|Event,2016,105,1129083,ANI,
2519,"News from CIERA Professor Farhad Yusef-Zadeh on Star, Planet Formation in Milky Way",2017-01-31,https://ciera.northwestern.edu/2017/01/31/news-from-ciera-professor-farhad-yusef-zadeh-on-star-planet-formation-in-milky-way/,Life & Death of Stars,External Press,Science,2016,,,,
2521,Graduate Student Katie Breivik Wins Chambliss Honorable Mention for Research Poster at AAS,2017-01-30,https://ciera.northwestern.edu/2017/01/30/graduate-student-katie-breivik-wins-chambliss-honorable-mention-for-research-poster-at-aas/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy|Stellar Dynamics & Stellar Populations,CIERA Stories,Achievement,2016,,,,
2523,Supernova News from CIERA Professor Raffaella Margutti,2017-01-29,https://ciera.northwestern.edu/2017/01/29/supernova-news-from-ciera-professor-raffaella-margutti/,Life & Death of Stars,External Press,Science,2016,10,3351402,MSN,
2525,CIERA REU Students Present at 229th Meeting of the AAS,2017-01-28,https://ciera.northwestern.edu/2017/01/28/ciera-reu-students-present-at-229th-meeting-of-the-aas/,Black Holes & Dead Stars|Exoplanets & The Solar System|Galaxies & Cosmology|Gravitational Waves & Multi-Messenger Astronomy|Life & Death of Stars,CIERA Stories,Achievement|Education|Interdisciplinary,2016,,,,
2536,CIERA Postdoctoral Alum Laura Fissel Presents Plenary Talk at AAS229,2017-01-27,https://ciera.northwestern.edu/2017/01/27/ciera-postdoctoral-alum-laura-fissel-presents-plenary-talk-at-aas229/,,CIERA Stories,Achievement,2016,,,,
2549,Professor Mel Ulmer Discusses Geoengineering at AAS229,2017-01-20,https://ciera.northwestern.edu/2017/01/20/professor-mel-ulmer-discusses-geoengineering-at-aas229/,,CIERA Stories|External Press,Achievement|Interdisciplinary,2016,24,92320598,"•	Space Daily, Aug. 15, 2022",
2551,Four New Postdoctoral Researchers Join CIERA,2017-01-01,https://ciera.northwestern.edu/2017/01/01/four-new-postdoctoral-researchers-join-ciera/,Exoplanets & The Solar System|Galaxies & Cosmology|Life & Death of Stars,CIERA Stories,Achievement|Data Science & Computing|Interdisciplinary,2016,,,,
2642,Lecture by CIERA Associate Director Shane Larson Featured in 'Astronomy' Magazine,2018-11-20,https://ciera.northwestern.edu/2018/11/20/lecture-by-ciera-assistant-director-shane-larson-featured-in-astronomy-magazine/,,External Press,Achievement|Outreach,2018,57,369192,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",
2747,Honorable Mention to Scotty Coughlin: LIGO Laboratory Awards for Excellence,2018-11-26,https://ciera.northwestern.edu/2018/11/26/honorable-mention-to-scotty-coughlin-ligo-laboratory-awards-for-excellence/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press,Achievement|Outreach,2018,,,,
2768,Graduate Student Zachary Hafen Wins Award in the 2016 Northwestern Scientific Images Contest,2016-12-31,https://ciera.northwestern.edu/2016/12/31/graduate-student-zachary-hafen-wins-award-in-the-2016-northwestern-scientific-images-contest/,Galaxies & Cosmology,Northwestern Press,Achievement,2016,97,31732846,"CNET, Sky and Telescope",As of 2023-05-09
2783,"Fred Rasio Named AAAS Fellow, for Extraordinary Achievement in Advancing Science",2018-11-27,https://ciera.northwestern.edu/2018/11/27/fred-rasio-named-aaas-fellow-for-extraordinary-achievement-in-advancing-science/,,External Press|Northwestern Press,Achievement,2018,92,539707,"CNET, Sky and Telescope",
2819,Year-in-Review Honors for the LIGO Scientific Collaboration,2016-12-30,https://ciera.northwestern.edu/2016/12/30/year-in-review-honors-for-the-ligo-scientific-collaboration/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Achievement,2016,,,,
2825,Prospect High School Hosts Panel of Women Astrophysicists from Northwestern,2016-12-29,https://ciera.northwestern.edu/2016/12/29/prospect-high-school-hosts-panel-of-women-astrophysicists-from-northwestern/,,CIERA Stories,Event|Outreach,2016,,,,
2828,Gravitational Waves Detection Featured in Holiday Greeting to Northwestern Alumni,2016-12-28,https://ciera.northwestern.edu/2016/12/28/gravitational-waves-detection-featured-in-holiday-greeting-to-northwestern-alumni/,Gravitational Waves & Multi-Messenger Astronomy,Northwestern Press,Achievement,2016,35,147615,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
2829,Postdocs & Graduate Students Present at Annual CIERA Research Jamboree,2016-12-15,https://ciera.northwestern.edu/2016/12/15/postdocs-graduate-students-present-at-annual-ciera-research-jamboree/,,CIERA Stories,Event,2016,45,327780,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",
2977,Four New Gravitational-Wave Detections,2018-12-03,https://ciera.northwestern.edu/2018/12/03/four-new-gravitational-wave-detections/,Gravitational Waves & Multi-Messenger Astronomy,External Press|Northwestern Press,Science,2018,0,,,
2989,Executive Director of LIGO Laboratory Presents CIERA Fall Interdisciplinary Colloquium,2016-12-01,https://ciera.northwestern.edu/2016/12/01/executive-director-of-ligo-laboratory-presents-ciera-fall-interdisciplinary-colloquium/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|Northwestern Press,Event|Interdisciplinary,2016,,,,
2995,Audio Series on Northwestern Couples Features Vicky Kalogera and Fred Rasio,2016-11-30,https://ciera.northwestern.edu/2016/11/30/audio-series-on-northwestern-couples-features-vicky-kalogera-and-fred-rasio/,,Northwestern Press,Achievement,2016,62,11834070,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
2996,Graduate Student Matthew Rickert Wins Reber Fellowship,2016-11-29,https://ciera.northwestern.edu/2016/11/29/graduate-student-matthew-rickert-wins-reber-fellowship/,Life & Death of Stars,CIERA Stories,Achievement,2016,34,2544119,"•	WTTW, Sept. 12, 2022",Included local evening news feature
2999,CIERA’s Mel Ulmer Leading Audacious Project to Unfurl World’s Largest Space Telescope,2016-11-28,https://ciera.northwestern.edu/2016/11/28/cieras-mel-ulmer-leading-audacious-project-to-unfurl-worlds-largest-space-telescope/,,Northwestern Press,Interdisciplinary|Science,2016,,,,
3000,CIERA REU Students Present at PhysCon,2016-11-27,https://ciera.northwestern.edu/2016/11/27/ciera-reu-students-present-at-physcon/,Exoplanets & The Solar System|Life & Death of Stars,CIERA Stories,Achievement|Education,2016,34,430222,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
3002,Graduate Student Katie Breivik’s Paper Featured on AAS Nova,2016-11-26,https://ciera.northwestern.edu/2016/11/26/graduate-student-katie-breiviks-paper-featured-on-aas-nova/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy|Stellar Dynamics & Stellar Populations,External Press,Achievement|Science,2016,50,6868815,ANI,As of 2023-05-09
3003,Rapid Fire Research Kicks Off,2016-11-01,https://ciera.northwestern.edu/2016/11/01/rapid-fire-research-kicks-off/,,CIERA Stories,Achievement|Education|Event,2016,,,,
3005,CIERA REU Student Beverly Lowell Presents Research at Symposium,2016-10-31,https://ciera.northwestern.edu/2016/10/31/ciera-reu-student-beverly-lowell-presents-research-at-symposium/,Exoplanets & The Solar System,CIERA Stories,Achievement|Education|Interdisciplinary,2016,30,669738,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
3007,CIERA’s Board of Visitors Meets with Top University Officials,2016-10-30,https://ciera.northwestern.edu/2016/10/30/cieras-board-of-visitors-meets-with-top-university-officials/,,CIERA Stories,Event,2016,0,,"•	CNET, Aug. 5, 2022
•	Space.com, Aug. 5, 2022",
3053,"Dearborn Observatory Welcomes 1,500 During Architecture Festival",2016-10-17,https://ciera.northwestern.edu/2016/10/17/dearborn-observatory-welcomes-1500-during-architecture-festival/,,CIERA Stories|Northwestern Press,Event|Outreach,2016,,,,
3059,Gravity Spy: The New Gravitational-Wave Project Using Citizen Science,2016-10-14,https://ciera.northwestern.edu/2016/10/14/gravity-spy-the-new-gravitational-wave-project-using-citizen-science/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press,Data Science & Computing|Interdisciplinary|Outreach,2016,,,,
3062,Graduate Student Kyle Kremer Recognized for Exceptional Work at NSF Event,2016-10-03,https://ciera.northwestern.edu/2016/10/03/graduate-student-kyle-kremer-recognized-for-exceptional-work-at-nsf-event/,,CIERA Stories,Achievement|Interdisciplinary,2016,86,305070,"•	Space Daily, Aug. 15, 2022",
3063,Undergraduate Rebecca Diesing Honored with Oliver Marcy Scholarship,2016-10-01,https://ciera.northwestern.edu/2016/10/01/undergraduate-rebecca-diesing-honored-with-oliver-marcy-scholarship/,,CIERA Stories,Achievement|Education,2016,,,,
3065,Carl Rodriguez Awarded MIT Pappalardo Postdoctoral Fellowship in Physics,2016-09-30,https://ciera.northwestern.edu/2016/09/30/carl-rodriguez-awarded-mit-pappalardo-postdoctoral-fellowship-in-physics/,,CIERA Stories,Achievement,2016,48,37849,ANI,
3208,CIERA’s Laura Sampson Wins L'Oréal USA 2016 For Women in Science Fellowship,2016-09-27,https://ciera.northwestern.edu/2016/09/27/cieras-laura-sampson-wins-loreal-usa-2016-for-women-in-science-fellowship/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Achievement,2016,,,,
3212,CIERA Graduate Students Demonstrate Their Expertise in Seven Minutes or Less,2016-09-14,https://ciera.northwestern.edu/2016/09/14/ciera-graduate-students-demonstrate-their-expertise-in-seven-minutes-or-less/,Black Holes & Dead Stars|Exoplanets & The Solar System,CIERA Stories,Education|Event|Interdisciplinary|Outreach,2016,,,,
3218,Dearborn Observatory and CIERA Contribute to NU STEM & Sports Outreach Event,2016-09-13,https://ciera.northwestern.edu/2016/09/13/dearborn-observatory-and-ciera-contribute-to-nu-stem-sports-outreach-event/,Exoplanets & The Solar System,CIERA Stories,Event|Outreach,2016,74,239396,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",Included local evening news feature
3224,CIERA’s Fellows at the Frontiers 2016: Astronomy Research on the Cutting-edge,2016-09-02,https://ciera.northwestern.edu/2016/09/02/cieras-fellows-at-the-frontiers-2016-astronomy-research-on-the-cutting-edge/,,CIERA Stories,Event,2016,,,,
3225,“Galactic Bloom” Takes 2nd Place & Student Choice Award in ‘Beauty of Science’ Contest,2018-12-13,https://ciera.northwestern.edu/2018/12/13/galactic-bloom-takes-2nd-place-student-choice-award-in-beauty-of-science-contest/,Galaxies & Cosmology,Northwestern Press,Achievement|Interdisciplinary,2018,,,,
3250,Raffaella Margutti Joins CIERA to Investigate the Biggest Explosions in Our Universe,2016-09-01,https://ciera.northwestern.edu/2016/09/01/raffaella-margutti-joins-ciera-to-investigate-the-biggest-explosions-in-our-universe/,Life & Death of Stars,CIERA Stories|Northwestern Press,Achievement,2015,,,,
3254,Sasha Tchekhovskoy Receives High-Performance Computing Award,2018-12-18,https://ciera.northwestern.edu/2018/12/18/sasha-tchekhovskoy-receives-high-performance-computing-award/,Black Holes & Dead Stars,CIERA Stories,Achievement|Data Science & Computing|Science,2018,4,402189,,
3257,Shane Larson Wins Grand Prize in Instructables Optics Contest,2018-12-18,https://ciera.northwestern.edu/2018/12/18/shane-larson-wins-grand-prize-in-instructables-optics-contest/,,CIERA Stories|External Press,Achievement|Education|Interdisciplinary|Outreach,2018,57,322644,"•	Science, Oct. 28, 2022
•	Wired, Oct. 26, 2022
•	Scientific American, Oct. 21, 2022
•	South China Morning Post, Oct. 21, 2022
•	CNET, Oct. 20, 2022
•	The Economist, Oct. 19, 2022
•	Business Insider, Oct. 18, 2022
•	CNN, Oct. 18, 2022
•	Salon, Oct. 18, 2022
•	Space.com, Oct. 18, 2022
•	The Times (London), Oct. 18, 2022
•	Axios, Oct. 17, 2022
•	IFL Science, Oct. 17, 2022
•	Mashable, Oct. 17, 2022
•	Forbes, Oct. 14, 2022
•	Gizmodo, Oct. 14, 2022
•	Vice, Oct. 11, 2022",
3274,Birth of a Black Hole or Neutron Star Captured for First Time,2019-01-10,https://ciera.northwestern.edu/2019/01/10/birth-of-a-black-hole-or-neutron-star-captured-for-first-time/,Black Holes & Dead Stars|Life & Death of Stars,External Press|Northwestern Press,Science,2018,,,,
3278,CIERA Hosts GNOME Data Analysis Bootcamp,2016-08-31,https://ciera.northwestern.edu/2016/08/31/ciera-hosts-gnome-data-analysis-bootcamp/,,CIERA Stories,Data Science & Computing|Event|Interdisciplinary|Science,2015,,,,
3280,REU Poster Session Celebrates Hard Work with Sweet Rewards,2016-08-30,https://ciera.northwestern.edu/2016/08/30/reu-poster-session-celebrates-hard-work-with-sweet-rewards/,,CIERA Stories,Education|Event|Interdisciplinary,2015,46,163108,"WGN TV, Chicago Sun-Times, Fox32 Chicago, WTTW Chicago Tonight",
3301,NASA Illinois Space Grant Recipients Present Their Summer Research Projects,2016-08-29,https://ciera.northwestern.edu/2016/08/29/nasa-illinois-space-grant-recipients-present-their-summer-research-projects/,Black Holes & Dead Stars|Exoplanets & The Solar System|Galaxies & Cosmology|Stellar Dynamics & Stellar Populations,CIERA Stories,Education|Event|Interdisciplinary,2015,8,395756,"CNN, Sky News, New York Post, Independent, Daily Mail, MSN, Fox National, Yahoo! News",
3308,CIERA's 2016 Summer Student Researchers,2016-08-28,https://ciera.northwestern.edu/2016/08/28/cieras-2016-summer-student-researchers/,,CIERA Stories,Education,2015,,,,
3311,CIERA Hosts Inaugural Cohort of New LSSTC Data Science Fellowship Program,2016-08-27,https://ciera.northwestern.edu/2016/08/27/ciera-hosts-inaugural-cohort-of-new-lsstc-data-science-fellowship-program/,,CIERA Stories,Data Science & Computing|Education|Interdisciplinary|Outreach,2015,,,,
3314,Physics and Astronomy Department Rising in Impact and Visibility,2016-07-30,https://ciera.northwestern.edu/2016/07/30/physics-and-astronomy-department-rising-in-impact-and-visibility/,,Northwestern Press,Achievement,2015,,,,
3316,"The Legacy of Scientific Discovery - by Mike Zevin, LIGO Graduate Student",2016-07-29,https://ciera.northwestern.edu/2016/07/29/the-legacy-of-scientific-discovery-by-mike-zevin-ligo-graduate-student/,Gravitational Waves & Multi-Messenger Astronomy,External Press,Achievement|Outreach|Science,2015,,,,
3317,CIERA Students Awarded Funding for Summer Research and Illinois Space Grant Projects,2016-07-14,https://ciera.northwestern.edu/2016/07/14/ciera-students-awarded-funding-for-summer-research-and-illinois-space-grant-projects/,,CIERA Stories,Achievement|Education|Interdisciplinary,2015,0,,"•	The Independent, Nov. 21, 2022
•	Space.com, Nov. 25, 2022",
3329,Experts Share with CIERA REU Students at Career Panel Discussion,2016-07-13,https://ciera.northwestern.edu/2016/07/13/experts-share-with-ciera-reu-students-at-career-panel-discussion/,Stellar Dynamics & Stellar Populations,CIERA Stories,Data Science & Computing|Education|Event|Outreach,2015,,,,
3330,CIERA Graduate Students Dazzle the Public at Ravinia’s Astronomy Night,2016-07-13,https://ciera.northwestern.edu/2016/07/13/ciera-graduate-students-dazzle-the-public-at-ravinias-astronomy-night/,,CIERA Stories,Education|Event|Outreach,2015,60,1954663,Cosmos Magazine,
3332,Data Science is Transforming Research at Northwestern-CIERA,2016-07-12,https://ciera.northwestern.edu/2016/07/12/data-science-is-transforming-research-at-northwestern-ciera/,,CIERA Stories|Northwestern Press,Data Science & Computing,2015,102,173724,ANI,
3334,LIGO Team Announces Second Gravitational-Wave Event,2016-06-30,https://ciera.northwestern.edu/2016/06/30/ligo-team-announces-second-gravitational-wave-event/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press|Northwestern Press,Event|Science,2015,,,,
3336,‘Mosh Pits’ in Star Clusters a Likely Source of LIGO’s First Black Holes,2016-06-29,https://ciera.northwestern.edu/2016/06/29/mosh-pits-in-star-clusters-a-likely-source-of-ligos-first-black-holes/,Black Holes & Dead Stars|Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories|External Press|Northwestern Press,Science,2015,81,9409066,"WGN TV, Chicago Sun-Times, Fox32 Chicago, WTTW Chicago Tonight",
3338,Jian Cao Receives Manufacturing Medal,2016-06-27,https://ciera.northwestern.edu/2016/06/27/jian-cao-receives-manufacturing-medal/,,CIERA Stories|Northwestern Press,Achievement,2015,,,,
3339,Graduate Students Participate in High School Research Project Showcase,2016-06-24,https://ciera.northwestern.edu/2016/06/24/graduate-students-participate-in-high-school-research-project-showcase/,,CIERA Stories,Education|Event|Outreach,2015,101,150302183,,
3343,CIERA’s Farhad Yusef-Zadeh Leads Discussion of Milky Way Core at Science Café,2016-06-01,https://ciera.northwestern.edu/2016/06/01/cieras-farhad-yusef-zadeh-leads-discussion-of-milky-way-core-at-science-cafe/,Galaxies & Cosmology,CIERA Stories,Education|Event,2015,,,,
3345,CIERA Researchers Help Build a Far-Infrared Camera for SOFIA,2016-05-29,https://ciera.northwestern.edu/2016/05/29/ciera-researchers-help-build-a-far-infrared-camera-for-sofia/,Exoplanets & The Solar System|Life & Death of Stars,CIERA Stories,Achievement|Science,2015,39,5280011,,
3376,Paper by CIERA Postdoc Emily Leiner Highlighted on AAS Nova Site,2019-01-28,https://ciera.northwestern.edu/2019/01/28/paper-by-ciera-postdoc-emily-leiner-highlighted-on-aas-nova-site/,Stellar Dynamics & Stellar Populations,External Press,Achievement|Science,2018,,,,
3398,CIERA Director Vicky Kalogera Speaks at (En)Lightning Talks Chicago,2016-05-20,https://ciera.northwestern.edu/2016/05/20/ciera-director-vicky-kalogera-speaks-at-enlightning-talks-chicago/,,CIERA Stories|External Press,Event|Outreach,2015,0,,ANI,
3400,Graduate Student Makes Cosmic Music,2016-05-25,https://ciera.northwestern.edu/2016/05/25/graduate-student-makes-cosmic-music/,,CIERA Stories,Event|Interdisciplinary|Outreach,2015,,,,
3410,Katrin Heitmann Explores the Dark Universe at CIERA Interdisciplinary Colloquium,2019-01-15,https://ciera.northwestern.edu/2019/01/15/katrin-heitmann-explores-the-dark-universe-at-ciera-interdisciplinary-colloquium/,Galaxies & Cosmology,CIERA Stories,Event|Interdisciplinary,2018,0,,,
3415,Total Lunar Eclipse Captivates on Frigid Night,2019-01-20,https://ciera.northwestern.edu/2019/01/20/total-lunar-eclipse-captivates-on-frigid-night/,,CIERA Stories,Event|Outreach,2018,,,,
3421,Y.O.U. Students Enjoy Astronomy Visit,2019-01-22,https://ciera.northwestern.edu/2019/01/22/y-o-u-students-enjoy-astronomy-visit/,,CIERA Stories,Education|Outreach,2018,,,,
3426,IDEAS Visits Capitol Hill: Attends Future STEM Leaders Conference,2016-05-20,https://ciera.northwestern.edu/2016/05/20/ideas-visits-capitol-hill-attends-future-stem-leaders-conference/,,CIERA Stories,Data Science & Computing|Education|Event|Outreach,2015,,,,
3428,Enthusiasm for Mercury Transit Despite Cloudy Skies,2016-05-19,https://ciera.northwestern.edu/2016/05/19/enthusiasm-for-mercury-transit-despite-cloudy-skies/,,CIERA Stories,Education|Event|Outreach,2015,58,7865231,,
3442,Northwestern Hosts Regional Conference for Women in Physics,2019-01-21,https://ciera.northwestern.edu/2019/01/21/northwestern-hosts-regional-conference-for-women-in-physics/,,CIERA Stories,Event|Interdisciplinary,2018,,,,
3452,CIERA Demonstrates the Beauty of Art and Science at the First Annual STEM-CON,2016-05-10,https://ciera.northwestern.edu/2016/05/10/ciera-demonstrates-the-beauty-of-art-and-science-at-the-first-annual-stem-con/,,CIERA Stories,Education|Event|Interdisciplinary,2015,71,37375784,"Space.com, Gizmodo, CNET, Mashable, IFLScience, Yahoo!, MSN",
3458,CIERA Researcher Brings The Galaxy to the Classroom,2016-05-06,https://ciera.northwestern.edu/2016/05/06/ciera-researcher-brings-the-galaxy-to-the-classroom/,,CIERA Stories,Education|Event|Outreach,2015,36,282852,"•	CNET, Aug. 5, 2022
•	Space.com, Aug. 5, 2022",
3460,"Major Prizes for LIGO Founders and 1,012 Contributors to Gravitational-Wave Discovery",2016-05-01,https://ciera.northwestern.edu/2016/05/01/major-prizes-for-ligo-founders-and-1012-contributors-to-gravitational-wave-discovery/,Gravitational Waves & Multi-Messenger Astronomy,CIERA Stories,Science,2015,0,,"Mashable, CNN, BBC, CNET, Ars Technica, LiveScience (need links)",
3507,CIERA Astronomers Use Machine Learning to Classify 1.5 Billion Astronomical Sources,2019-02-07,https://ciera.northwestern.edu/2019/02/07/ciera-astronomers-use-machine-learning-to-classify-1-5-billion-astronomical-sources/,Life & Death of Stars,External Press,Data Science & Computing|Interdisciplinary|Science,2018,,,,
3529,Ripples in Spacetime at Take Our Daughters & Sons to Work Day,2016-04-30,https://ciera.northwestern.edu/2016/04/30/ripples-in-spacetime-at-take-our-daughters-sons-to-work-day/,,CIERA Stories,Education|Event|Outreach,2015,,,,
3532,CIERA Presentations at National Science Foundation Site Visit,2016-04-29,https://ciera.northwestern.edu/2016/04/29/ciera-presentations-at-national-science-foundation-site-visit/,,CIERA Stories|Northwestern Press,Event,2015,,,,
3534,CIERA Contributes to Northwestern’s Computational Research Day,2016-04-28,https://ciera.northwestern.edu/2016/04/28/ciera-contributes-to-northwesterns-computational-research-day-2/,,CIERA Stories|Northwestern Press,Data Science & Computing|Event|Interdisciplinary,2015,43,124270,"•	WTTW, Sept. 12, 2022",
